@relation reception-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C2-Lfirst-last-weka.filters.unsupervised.attribute.Remove-R1

@attribute msg_id numeric
@attribute hop_src_user_id numeric
@attribute hop_dst_user_id numeric
@attribute dst_timestamp numeric

@data
620,59,12,112733
569,59,12,112733
687,59,12,112733
598,59,12,112734
578,59,12,112734
896,59,12,112769
674,59,32,125691
674,59,33,127486
825,59,60,138370
825,59,74,138384
562,60,6,34193
562,60,6,34446
777,60,45,108879
628,60,22,128040
823,60,59,138259
823,60,59,138465
728,61,45,2247
718,61,38,105612
589,62,56,38804
816,64,59,37241
802,64,47,97292
820,64,59,110858
818,64,59,110859
820,64,59,110877
818,64,59,110878
818,64,59,111571
686,65,32,9458
686,65,32,9562
593,65,22,10225
591,65,47,10343
847,65,47,10343
590,65,47,10345
589,65,47,10346
588,65,47,10347
847,65,69,10387
591,65,69,10387
590,65,69,10387
589,65,69,10388
829,65,63,10692
829,65,63,10743
808,65,52,11451
807,65,52,11452
807,65,15,12537
808,65,15,12538
809,65,52,15437
587,65,28,103451
577,65,28,103451
578,65,28,103451
569,65,28,103452
620,65,28,103452
801,65,28,103452
697,65,28,103676
828,65,28,103682
576,65,28,103682
891,65,28,103682
698,65,28,103682
828,65,28,103797
576,65,28,103799
698,65,28,103800
620,65,32,104957
891,65,32,105451
576,65,32,105820
828,65,32,105820
569,65,32,105820
801,65,32,105821
578,65,32,105821
577,65,32,105855
587,65,32,105856
828,65,32,105856
662,65,30,106251
662,65,28,107331
717,65,28,107332
576,65,28,107332
662,65,56,108755
717,65,56,108756
828,65,32,109710
587,65,32,109710
578,65,24,119058
587,65,24,119060
842,65,66,121041
766,65,45,133689
779,65,45,133695
780,65,45,133710
785,65,45,133730
787,65,45,133738
788,65,45,133746
674,65,59,138911
674,65,59,140951
709,65,49,189281
676,65,49,189282
674,65,38,189484
676,65,3,190093
789,65,3,190252
881,65,69,196640
651,65,69,197209
674,65,69,197209
813,65,69,197268
674,65,69,197296
680,65,69,197765
651,65,29,198560
881,65,29,198560
680,65,29,198561
674,65,29,198561
881,65,29,199496
674,65,29,199496
674,65,29,199669
717,65,12,201187
566,65,8,202323
651,65,32,204417
843,65,66,204691
674,65,32,205353
675,65,32,205354
680,65,32,205354
881,65,32,205354
651,65,32,205354
829,67,63,10773
886,67,72,20658
686,68,33,4886
591,69,22,9629
590,69,22,9629
589,69,22,9629
588,69,22,9629
592,69,22,9809
686,69,47,10178
597,69,22,13275
598,69,22,13560
595,69,22,13578
599,69,22,14005
808,69,22,30801
807,69,22,30802
803,69,22,30802
604,69,22,31371
605,69,22,35527
606,69,22,35568
607,69,22,35637
608,69,22,35863
609,69,22,36536
610,69,22,36879
611,69,22,36920
612,69,22,37071
613,69,22,37717
614,69,22,37748
569,69,10,41051
570,69,10,41267
571,69,10,42487
698,69,1,46298
891,69,1,46298
576,69,1,46299
828,69,1,46299
572,69,10,47219
572,69,10,47220
813,69,22,190319
624,69,22,190442
630,69,22,190443
632,69,22,190444
634,69,22,190464
635,69,22,190477
636,69,22,190503
633,69,22,190599
637,69,22,190695
638,69,22,190773
639,69,22,190816
674,69,43,194195
642,69,22,194307
643,69,22,194308
553,69,1,194672
644,69,22,194737
554,69,1,194737
651,69,1,196367
674,69,1,196368
680,69,17,197310
683,69,1,197898
650,69,1,197899
793,69,1,197899
654,69,22,200003
653,69,22,200003
680,69,22,200003
652,69,22,200004
650,69,22,200004
649,69,22,200004
646,69,22,200004
651,69,22,200215
646,69,22,200216
721,71,43,17473
801,71,43,36941
588,71,43,36942
587,71,43,36942
694,71,43,36943
803,71,43,36975
808,71,43,36976
807,71,43,36976
698,71,43,36976
891,71,43,36976
589,71,43,36976
590,71,43,36976
847,71,43,36977
591,71,43,36977
887,71,12,37129
576,71,12,37130
828,71,12,37130
686,71,12,37132
576,71,43,37546
828,71,43,37546
887,71,43,37546
686,71,43,37546
686,71,43,37729
828,71,43,37729
828,71,43,37896
697,71,19,38446
569,71,4,103318
620,71,4,103319
578,71,4,103321
577,71,43,103781
722,71,43,103782
662,71,76,113210
717,71,76,113212
651,71,17,204130
881,71,17,204564
680,71,17,204564
674,71,17,204564
680,71,69,204595
881,71,69,204597
674,71,69,204598
881,71,17,204611
680,71,17,204611
680,71,17,204695
674,71,29,204756
680,71,29,204756
881,71,29,204756
651,71,12,205098
881,71,12,205100
680,71,12,205100
686,72,68,9529
847,72,69,9555
845,72,67,13751
698,72,52,28862
591,72,16,29388
590,72,16,29389
846,72,67,95956
728,74,45,2002
686,74,26,23119
828,74,61,24492
576,74,11,24586
803,74,59,92491
807,74,59,92624
807,74,59,92624
695,74,59,92624
569,74,59,92628
808,74,59,92758
808,74,59,92758
697,74,59,92890
598,74,59,92894
847,74,59,92895
587,74,59,92895
698,74,59,92923
694,74,59,92924
828,74,59,92928
589,74,59,92928
588,74,59,92929
591,74,59,92929
590,74,59,92929
801,74,59,92929
898,74,76,95500
578,74,43,95712
828,74,55,97505
698,74,55,97508
698,74,55,97512
828,74,55,97513
717,74,59,111228
662,74,59,111230
577,74,59,111232
819,74,59,111232
620,74,59,111233
662,74,28,113303
717,74,28,113303
587,74,28,113304
577,74,28,113304
620,74,28,113304
620,74,43,120425
578,74,43,120425
577,74,43,120425
717,74,43,120425
674,74,32,129445
674,74,59,137372
822,74,59,137372
822,74,59,137454
825,74,60,138266
674,74,56,185789
658,74,25,188701
674,74,28,190494
780,74,28,190632
788,74,55,208296
680,74,56,232112
881,74,56,232112
651,74,56,232112
732,75,45,3182
578,75,31,93353
620,75,31,93357
801,75,16,96589
808,75,16,96589
698,75,16,96589
767,75,45,98695
578,76,43,95624
620,76,43,95624
698,76,43,95710
591,76,4,95949
808,76,4,95949
577,76,14,96167
687,76,14,96169
569,76,4,100976
620,76,4,100976
577,76,42,101067
717,76,38,103737
717,76,42,105213
569,76,42,105213
620,76,42,105213
662,76,19,110268
717,76,19,110268
577,76,19,110269
569,76,19,110270
620,76,19,110271
801,76,19,110272
587,76,19,110273
576,76,19,110274
813,76,36,185473
674,76,56,185674
674,76,47,188184
674,76,43,193238
780,76,28,193325
